,Unnamed: 0,title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
555,580,"M 7.6 - 191 km S of ‘Ohonua, Tonga",7.6,19-03-2009 18:17,7,5,,0,916,us,504,0.0,14.0,mwc,31.0,-23.04,-174.66,"‘Ohonua, Tonga",Oceania,Tonga
556,581,"M 7.2 - 196 km SSE of Sarangani, Philippines",7.2,11-02-2009 17:34,3,7,,0,802,us,432,0.0,18.6,mwc,20.0,3.89,126.39,"Sarangani, Philippines",Asia,Indonesia
557,582,"M 7.4 - 86 km WNW of Manokwari, Indonesia",7.4,03-01-2009 22:33,7,7,,0,846,us,314,0.0,21.1,mwc,23.0,-0.69,133.3,"Manokwari, Indonesia",Asia,Indonesia
558,583,"M 6.6 - 50 km S of Jurm, Afghanistan",6.6,03-01-2009 20:23,5,4,,0,765,us,344,0.0,22.6,mwc,204.8,36.42,70.74,"Jurm, Afghanistan",Asia,Afghanistan
559,584,"M 7.7 - 140 km WNW of Manokwari, Indonesia",7.7,03-01-2009 19:43,5,7,,0,918,us,288,0.0,29.8,mwc,17.0,-0.41,132.88,"Manokwari, Indonesia",Asia,Indonesia
560,585,"M 7.4 - 135 km NW of Gorontalo, Indonesia",7.4,16-11-2008 17:02,9,7,,0,848,us,365,0.0,33.7,mww,30.0,1.27,122.09,"Gorontalo, Indonesia",Asia,Indonesia
561,586,"M 6.7 - 19 km SW of Brisas Barra de Suchiate, Mexico",6.7,16-10-2008 19:41,5,6,,0,731,us,481,0.0,28.6,mwc,24.0,14.42,-92.36,"Brisas Barra de Suchiate, Mexico",North America,Mexico
562,587,"M 6.7 - 131 km SE of Nookat, Kyrgyzstan",6.7,05-10-2008 15:52,0,6,,0,691,us,529,0.0,22.3,mwc,27.4,39.53,73.82,"Nookat, Kyrgyzstan",Asia,Kyrgyzstan
563,588,"M 6.8 - 122 km SSE of Obihiro, Japan",6.8,11-09-2008 00:20,0,6,,0,711,us,500,0.0,22.2,mwc,25.0,41.89,143.75,"Obihiro, Japan",Asia,Japan
564,589,"M 6.6 - 73 km WNW of Tobelo, Indonesia",6.6,11-09-2008 00:00,0,6,,0,670,us,463,0.0,14.1,mwc,96.0,1.88,127.36,"Tobelo, Indonesia",Asia,Indonesia
565,590,"M 6.9 - 75 km WNW of Sola, Vanuatu",6.9,08-09-2008 18:52,0,6,,0,732,us,531,0.0,14.9,mwc,110.0,-13.5,166.97,"Sola, Vanuatu",Oceania,Vanuatu
566,591,"M 6.7 - 221 km NE of Jumla, Nepal",6.7,25-08-2008 13:21,4,7,,0,692,us,325,0.0,28.0,mwc,12.0,30.9,83.52,"Jumla, Nepal",Asia,China
567,592,"M 6.8 - 29 km ENE of Morioka, Japan",6.8,23-07-2008 15:26,8,7,,0,1046,us,633,0.0,20.2,mwc,108.0,39.8,141.46,"Morioka, Japan",Asia,Japan
568,593,"M 7.0 - 107 km E of Namie, Japan",7.0,19-07-2008 02:39,5,5,,0,840,us,577,0.0,18.2,mwc,22.0,37.55,142.21,"Namie, Japan",Asia,Japan
569,594,"M 6.9 - 151 km E of Namie, Japan",6.9,19-07-2008 02:39,5,5,,0,825,duputel,0,0.0,0.0,mww,25.5,37.55,142.71,"Namie, Japan",Asia,Japan
570,595,"M 6.6 - 124 km SW of Bamboo Flat, India",6.6,27-06-2008 11:40,4,5,,0,680,us,630,0.0,18.4,mwc,17.0,11.0,91.82,"Bamboo Flat, India",Asia,India
571,596,"M 6.9 - 24 km WSW of Mizusawa, Japan",6.9,13-06-2008 23:43,7,8,,0,888,us,654,0.0,17.1,mwc,7.8,39.03,140.88,"Mizusawa, Japan",Asia,Japan
572,597,"M 7.9 - 58 km W of Tianpeng, China",7.9,12-05-2008 06:28,9,9,,0,1870,us,774,0.0,11.3,mwc,19.0,31.0,103.32,"Tianpeng, China",Asia,China
573,598,"M 6.9 - 78 km NE of Hasaki, Japan",6.9,07-05-2008 16:45,5,5,,0,910,us,519,0.0,21.1,mwc,27.0,36.16,141.53,"Hasaki, Japan",Asia,Japan
574,599,"M 7.3 - 71 km SW of Isangel, Vanuatu",7.3,09-04-2008 12:46,0,6,,0,820,us,486,0.0,13.4,mwc,33.0,-20.07,168.89,"Isangel, Vanuatu",Oceania,Vanuatu
575,600,"M 7.2 - 226 km SE of Hotan, China",7.2,20-03-2008 22:32,0,7,,0,798,us,532,0.0,25.9,mwc,10.0,35.49,81.47,"Hotan, China",Asia,China
576,601,M 6.9 - Philippine Islands region,6.9,03-03-2008 14:11,4,5,,0,740,us,544,0.0,25.9,mwc,24.0,13.35,125.63,Philippine Islands region,Asia,Philippines
577,602,"M 6.7 - 155 km SSW of Padang, Indonesia",6.7,25-02-2008 21:02,5,6,,0,696,us,543,0.0,15.1,mwc,25.0,-2.24,99.81,"Padang, Indonesia",Asia,Indonesia
578,603,"M 6.6 - 161 km SSW of Padang, Indonesia",6.6,25-02-2008 18:06,4,6,,0,674,us,421,0.0,17.7,mwc,25.0,-2.33,99.89,"Padang, Indonesia",Asia,Indonesia
579,604,"M 7.2 - 164 km WSW of Sungai Penuh, Indonesia",7.2,25-02-2008 08:36,4,7,,0,832,us,505,0.0,18.4,mwc,25.0,-2.49,99.97,"Sungai Penuh, Indonesia",Asia,Indonesia
580,605,"M 6.5 - 166 km WSW of Sungai Penuh, Indonesia",6.5,24-02-2008 14:46,4,6,,0,654,us,429,0.0,28.3,mwc,22.0,-2.4,99.93,"Sungai Penuh, Indonesia",Asia,Indonesia
581,606,"M 7.4 - 56 km NW of Sinabang, Indonesia",7.4,20-02-2008 08:08,5,7,,0,914,us,607,0.0,16.4,mwc,26.0,2.77,95.96,"Sinabang, Indonesia",Asia,Indonesia
582,607,"M 6.5 - 50 km S of Koróni, Greece",6.5,14-02-2008 12:08,8,5,,0,692,us,650,0.0,30.7,mwc,28.0,36.34,21.86,"Koróni, Greece",Europe,Greece
583,608,"M 6.9 - 35 km S of Methóni, Greece",6.9,14-02-2008 10:09,6,6,,0,941,us,645,0.0,30.6,mwc,29.0,36.5,21.67,"Methóni, Greece",Europe,Greece
584,609,"M 6.5 - 9 km SSW of General Pascual Fentes, Mexico",6.5,12-02-2008 12:50,7,6,,0,723,us,521,0.0,27.6,mwc,83.0,16.36,-94.3,"General Pascual Fentes, Mexico",North America,Mexico
585,610,"M 6.6 - 46 km SSE of Gisborne, New Zealand",6.6,20-12-2007 07:55,7,6,,0,808,us,461,0.0,18.8,mwc,20.0,-39.01,178.29,"Gisborne, New Zealand",Oceania,New Zealand
586,611,"M 6.7 - 80 km NNE of Antofagasta, Chile",6.7,16-12-2007 08:09,5,7,,0,704,us,481,0.0,30.3,mwb,45.0,-22.95,-70.18,Ant,South America,Chile
587,612,"M 7.4 - 18 km WNW of Basse-Pointe, Martinique",7.4,29-11-2007 19:00,7,7,,0,1542,us,663,0.0,13.4,mwb,156.0,14.94,-61.27,"Basse-Pointe, Martinique",Europe,France
588,613,"M 6.6 - 60 km SSE of Kirakira, Solomon Islands",6.6,27-11-2007 11:49,3,6,,0,672,us,280,0.0,26.9,mwc,16.0,-10.95,162.15,"Kirakira, Solomon Islands",Oceania,Solomon Islands
589,614,"M 6.5 - 34 km N of Dompu, Indonesia",6.5,25-11-2007 19:53,5,7,,0,653,us,272,0.0,27.6,mwc,18.0,-8.22,118.47,"Dompu, Indonesia",Asia,Indonesia
590,615,"M 6.5 - 28 km NNW of Dompu, Indonesia",6.5,25-11-2007 16:02,7,7,,0,657,us,353,0.0,27.5,mwc,20.0,-8.29,118.37,"Dompu, Indonesia",Asia,Indonesia
591,616,"M 6.8 - 107 km N of Lae, Papua New Guinea",6.8,22-11-2007 08:48,6,6,,0,722,us,341,0.0,15.9,mwc,53.0,-5.76,147.1,"Lae, Papua New Guinea",Oceania,Papua New Guinea
592,617,"M 6.8 - 30 km E of Macas, Ecuador",6.8,16-11-2007 03:13,7,6,,0,790,us,649,0.0,27.0,mwc,122.9,-2.31,-77.84,"Macas, Ecuador",South America,Ecuador
593,618,"M 6.8 - 82 km NNE of Antofagasta, Chile",6.8,15-11-2007 15:05,6,7,,0,716,us,285,0.0,40.1,mwc,26.0,-22.92,-70.24,Ant,South America,Chile
594,619,"M 7.7 - 36 km ESE of Tocopilla, Chile",7.7,14-11-2007 15:40,8,7,,0,995,us,610,0.0,22.4,mwc,40.0,-22.25,-69.89,"Tocopilla, Chile",South America,Chile
595,620,"M 6.8 - 138 km W of Bengkulu, Indonesia",6.8,24-10-2007 21:02,3,5,,0,713,us,494,0.0,23.9,mwc,21.0,-3.9,101.02,"Bengkulu, Indonesia",Asia,Indonesia
596,621,"M 6.8 - 70 km N of Te Anau, New Zealand",6.8,15-10-2007 12:29,4,7,,0,744,us,338,0.0,19.0,mwc,18.0,-44.8,167.55,"Te Anau, New Zealand",Oceania,New Zealand
597,622,"M 6.8 - 154 km ESE of Kokopo, Papua New Guinea",6.8,26-09-2007 12:36,4,5,,0,713,us,348,0.0,15.5,mwc,40.0,-4.99,153.5,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
598,623,"M 6.7 - 118 km SSW of Padang, Indonesia",6.7,20-09-2007 08:31,3,5,,0,696,us,503,0.0,26.9,mwc,30.0,-2.0,100.14,"Padang, Indonesia",Asia,Indonesia
599,624,"M 7.0 - 153 km SSW of Padang, Indonesia",7.0,13-09-2007 03:35,4,7,,0,768,us,537,0.0,23.1,mwc,22.0,-2.13,99.63,"Padang, Indonesia",Asia,Indonesia
600,625,"M 6.5 - Kepulauan Mentawai region, Indonesia",6.5,13-09-2007 02:30,0,5,,0,650,us,409,0.0,26.2,mwc,28.9,-1.69,99.67,"Kepulauan Mentawai region, Indonesia",Asia,Indonesia
601,626,"M 7.9 - 87 km SW of Sungai Penuh, Indonesia",7.9,12-09-2007 23:49,8,7,,0,1133,us,446,0.0,29.1,mwc,35.0,-2.62,100.84,"Sungai Penuh, Indonesia",Asia,Indonesia
602,627,"M 7.8 - 148 km WSW of Sungai Penuh, Indonesia",7.8,12-09-2007 23:49,7,8,,0,1152,duputel,0,0.0,0.0,mww,40.5,-2.52,100.14,"Sungai Penuh, Indonesia",Asia,Indonesia
603,628,"M 8.4 - 122 km SW of Bengkulu, Indonesia",8.4,12-09-2007 11:10,0,6,,0,1086,official,411,0.0,32.3,mww,34.0,-4.44,101.37,"Bengkulu, Indonesia",Asia,Indonesia
604,629,"M 6.8 - 39 km WNW of Timbiquí, Colombia",6.8,10-09-2007 01:49,5,6,,0,747,us,653,0.0,17.6,mwc,15.0,2.97,-77.96,"Timbiquí, Colombia",South America,Colombia
605,630,"M 7.2 - 97 km S of Lata, Solomon Islands",7.2,02-09-2007 01:05,0,5,,0,798,us,312,0.0,21.3,mwc,35.0,-11.61,165.76,"Lata, Solomon Islands",Oceania,Solomon Islands
606,631,"M 6.5 - 31 km WSW of Malango, Solomon Islands",6.5,16-08-2007 08:39,5,6,,0,675,us,382,0.0,12.8,mwc,15.0,-9.83,159.46,"Malango, Solomon Islands",Oceania,Solomon Islands
607,632,"M 8.0 - 41 km SW of San Vicente de Cañete, Peru",8.0,15-08-2007 23:40,9,8,,0,1385,us,625,0.0,25.7,mwc,39.0,-13.39,-76.6,"San Vicente de Cañete, Peru",South America,Peru
608,633,"M 7.5 - 35 km NNE of Rengasdengklok, Indonesia",7.5,08-08-2007 17:05,0,5,,0,865,us,228,0.0,30.7,mwc,280.0,-5.86,107.42,"Rengasdengklok, Indonesia",Asia,Indonesia
609,634,"M 7.2 - 56 km E of Luganville, Vanuatu",7.2,01-08-2007 17:08,7,7,,0,803,us,494,0.0,20.4,mwb,120.0,-15.6,167.68,"Luganville, Vanuatu",Oceania,Vanuatu
610,635,"M 6.9 - 140 km NNW of Tobelo, Indonesia",6.9,26-07-2007 05:40,3,5,,0,734,us,374,0.0,24.1,mwb,25.0,2.87,127.46,"Tobelo, Indonesia",Asia,Indonesia
611,636,"M 6.8 - 133 km WNW of Mikuni, Japan",6.8,16-07-2007 14:17,5,4,,0,779,us,664,0.0,18.2,mwb,350.4,36.81,134.85,"Mikuni, Japan",Asia,Japan
612,637,"M 6.6 - 20 km NNW of Kashiwazaki, Japan",6.6,16-07-2007 01:13,8,8,,0,831,us,782,0.0,16.7,mwc,12.0,37.53,138.45,"Kashiwazaki, Japan",Asia,Japan
613,638,"M 6.7 - 43 km SSE of Iztapa, Guatemala",6.7,13-06-2007 19:29,6,6,,0,972,us,468,0.0,37.7,mwc,23.0,13.55,-90.62,"Iztapa, Guatemala",North America,Guatemala
614,639,"M 6.9 - 113 km SSE of Panguna, Papua New Guinea",6.9,01-04-2007 21:11,0,7,,0,732,us,305,0.0,15.3,mwc,10.0,-7.31,155.74,"Panguna, Papua New Guinea",Oceania,Solomon Islands
615,640,"M 6.6 - 99 km SSE of Panguna, Papua New Guinea",6.6,01-04-2007 20:47,0,7,,0,670,us,251,0.0,16.0,mb,10.0,-7.17,155.78,"Panguna, Papua New Guinea",Oceania,Solomon Islands
616,641,"M 8.1 - 45 km SSE of Gizo, Solomon Islands",8.1,01-04-2007 20:39,9,8,,0,1025,us,439,0.0,14.7,mwc,24.0,-8.47,157.04,"Gizo, Solomon Islands",Oceania,Solomon Islands
617,642,"M 6.7 - 46 km NW of Nanao, Japan",6.7,25-03-2007 00:41,7,8,,0,782,us,493,0.0,23.9,mwc,8.0,37.34,136.59,"Nanao, Japan",Asia,Japan
618,643,"M 7.1 - 119 km S of Isangel, Vanuatu",7.1,25-03-2007 00:40,3,6,,0,779,us,426,0.0,25.3,mwb,34.0,-20.62,169.36,"Isangel, Vanuatu",Oceania,Vanuatu
619,644,"M 6.7 - 206 km SSW of Sofifi, Indonesia",6.7,20-02-2007 08:04,0,6,,0,691,us,253,0.0,40.3,mwc,12.0,-1.03,126.98,S,Asia,Indonesia
620,645,"M 7.5 - 126 km WNW of Ternate, Indonesia",7.5,21-01-2007 11:27,6,5,,0,874,us,570,0.0,21.6,mwc,22.0,1.06,126.28,"Ternate, Indonesia",Asia,Indonesia
621,647,"M 6.9 - 26 km W of Hengchun, Taiwan",6.9,26-12-2006 12:34,6,7,,0,798,us,466,0.0,31.6,mwc,10.0,21.97,120.49,"Hengchun, Taiwan",Asia,Taiwan
622,648,"M 7.1 - 30 km SW of Hengchun, Taiwan",7.1,26-12-2006 12:26,8,7,,0,1023,us,744,0.0,29.1,mwb,10.0,21.8,120.55,"Hengchun, Taiwan",Asia,Taiwan
623,649,M 8.3 - Kuril Islands,8.3,15-11-2006 11:14,4,7,,0,1064,us,576,0.0,20.9,mwc,10.0,46.59,153.27,Kuril Islands,Europe,Russian Federation
624,650,"M 6.6 - 155 km SE of Kimbe, Papua New Guinea",6.6,07-11-2006 17:38,0,6,,0,670,us,352,0.0,18.6,mwc,11.0,-6.48,151.2,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea
625,651,"M 6.7 - 52 km SW of San Vicente de Cañete, Peru",6.7,20-10-2006 10:48,5,6,,0,732,us,444,0.0,53.4,mwc,23.0,-13.46,-76.68,"San Vicente de Cañete, Peru",South America,Peru
626,652,"M 6.7 - 100 km ESE of Kimbe, Papua New Guinea",6.7,17-10-2006 01:25,5,6,,0,692,us,533,0.0,15.6,mwc,32.0,-5.88,150.98,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea
627,653,"M 6.7 - 14 km SW of Puako, Hawaii",6.7,15-10-2006 17:07,8,9,,0,1481,hv,43,0.0,124.0,md,38.182,19.88,-155.94,"Puako, Hawaii",North America,United States
628,654,"M 6.9 - 201 km ESE of Hihifo, Tonga",6.9,28-09-2006 06:22,3,3,,0,737,us,702,0.0,20.9,mwc,28.0,-16.59,-172.03,"Hihifo, Tonga",Oceania,Tonga
629,655,"M 6.8 - 49 km S of Panguna, Papua New Guinea",6.8,01-09-2006 10:18,0,6,,0,711,us,459,0.0,28.4,mwb,38.0,-6.76,155.51,"Panguna, Papua New Guinea",Oceania,Papua New Guinea
630,656,"M 6.5 - 81 km ESE of Ozernovskiy, Russia",6.5,24-08-2006 21:50,0,6,,0,650,us,700,0.0,47.4,mwb,43.0,51.15,157.52,"Ozernovskiy, Russia",Asia,Russian Federation
631,657,"M 6.8 - 51 km NE of Norsup, Vanuatu",6.8,07-08-2006 22:18,5,5,,0,713,us,551,0.0,26.2,mwb,150.0,-15.8,167.79,"Norsup, Vanuatu",Oceania,Vanuatu
632,658,"M 7.7 - 226 km SSW of Singaparna, Indonesia",7.7,17-07-2006 08:19,7,5,,0,947,us,357,0.0,36.8,mwc,20.0,-9.28,107.42,"Singaparna, Indonesia",Asia,Indonesia
633,659,"M 6.5 - 111 km E of Kimbe, Papua New Guinea",6.5,28-05-2006 03:12,0,6,,0,650,us,477,0.0,20.3,mwc,34.0,-5.72,151.13,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea
634,660,"M 6.6 - 42 km NNW of Tilichiki, Russia",6.6,22-05-2006 11:12,0,7,,0,670,us,548,0.0,28.0,mwc,19.0,60.77,165.74,"Tilichiki, Russia",Asia,Russian Federation
635,661,"M 6.8 - 256 km SSW of Singkil, Indonesia",6.8,16-05-2006 15:28,4,5,,0,719,us,701,0.0,16.3,mwb,12.0,0.09,97.05,"Singkil, Indonesia",Asia,Indonesia
636,662,"M 8.0 - 47 km SSE of Pangai, Tonga",8.0,03-05-2006 15:26,7,7,,0,1013,us,626,0.0,20.7,mwc,55.0,-20.19,-174.12,"Pangai, Tonga",Oceania,Tonga
637,663,"M 8.0 - 50 km ESE of Pangai, Tonga",8.0,03-05-2006 15:26,8,9,,0,1026,duputel,0,0.0,0.0,mww,60.5,-19.99,-173.91,"Pangai, Tonga",Oceania,Tonga
638,664,"M 6.5 - 73 km WNW of Copiapó, Chile",6.5,30-04-2006 21:40,7,7,,0,653,us,282,0.0,46.3,mwc,12.0,-27.21,-71.06,"Copiapó, Chile",South America,Chile
639,665,"M 6.7 - 78 km WNW of Copiapó, Chile",6.7,30-04-2006 19:17,6,7,,0,696,us,277,0.0,25.6,mwb,12.0,-27.02,-71.02,"Copiapó, Chile",South America,Chile
640,666,"M 6.6 - 80 km E of Tilichiki, Russia",6.6,29-04-2006 16:58,0,8,,0,670,us,645,0.0,28.4,mwc,11.0,60.49,167.52,"Tilichiki, Russia",Asia,Russian Federation
641,667,"M 7.6 - 80 km NE of Tilichiki, Russia",7.6,20-04-2006 23:25,0,8,,0,889,us,579,0.0,18.5,mwc,22.0,60.95,167.09,"Tilichiki, Russia",Asia,Russian Federation
642,668,"M 6.5 - 130 km NNW of Lautoka, Fiji",6.5,07-04-2006 08:30,3,5,,0,654,us,247,0.0,25.5,mwc,14.0,-16.53,176.99,"Lautoka, Fiji",Oceania,Fiji
643,669,"M 6.7 - 108 km W of Ambon, Indonesia",6.7,14-03-2006 06:57,0,7,,0,691,us,306,0.0,21.3,mwb,30.1,-3.6,127.21,"Ambon, Indonesia",Asia,Indonesia
644,670,"M 7.0 - 160 km SE of Chipinge, Zimbabwe",7.0,22-02-2006 22:19,5,9,,0,891,us,412,0.0,23.2,mwb,11.0,-21.32,33.58,"Chipinge, Zimbabwe",Africa,Mozambique
645,671,"M 6.7 - 26 km NE of Kýthira, Greece",6.7,08-01-2006 11:34,7,6,,0,934,us,769,0.0,19.7,mwb,66.0,36.31,23.21,"Kýthira, Greece",Europe,Greece
646,672,"M 6.6 - 75 km SSW of Bahía de Kino, Mexico",6.6,04-01-2006 08:32,7,6,,0,703,us,323,0.0,48.2,mwc,14.0,28.16,-112.12,"Bahía de Kino, Mexico",North America,Mexico
647,673,"M 6.5 - 53 km SW of Ashk?sham, Afghanistan",6.5,12-12-2005 21:47,6,5,,0,721,us,529,0.0,20.5,mwb,224.6,36.36,71.09,"Ashk?sham, Afghanistan",Asia,Afghanistan
648,674,"M 6.8 - 76 km ESE of Kalemie, Democratic Republic of the Congo",6.8,05-12-2005 12:19,5,7,,0,744,us,561,0.0,20.0,mwc,22.0,-6.22,29.83,"Kalemie, Democratic Republic",Africa,Tanzania
649,675,"M 6.5 - 80 km ESE of Ishinomaki, Japan",6.5,02-12-2005 13:13,4,5,,0,683,us,464,0.0,48.8,mwc,29.0,38.09,142.12,"Ishinomaki, Japan",Asia,Japan
650,676,"M 6.5 - 57 km SE of Sinabang, Indonesia",6.5,19-11-2005 14:10,3,6,,0,651,us,358,0.0,20.7,mwb,21.0,2.16,96.79,"Sinabang, Indonesia",Asia,Indonesia
651,677,"M 6.8 - 68 km NNE of San Pedro de Atacama, Chile",6.8,17-11-2005 19:26,0,6,,0,711,us,509,0.0,30.1,mwb,147.0,-22.36,-67.9,"San Pedro de Atacama, Chile",South America,Bolivia
652,678,"M 7.6 - 21 km NNE of Muzaffar?b?d, Pakistan",7.6,08-10-2005 03:50,9,9,,0,1267,us,724,0.0,21.1,mwc,26.0,34.54,73.59,"Muzaffar?b?d, Pakistan",Asia,Pakistan
653,679,"M 6.6 - 129 km SSW of Kokopo, Papua New Guinea",6.6,29-09-2005 15:50,0,6,,0,670,us,402,0.0,17.7,mwc,25.0,-5.44,151.84,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
654,680,"M 7.5 - 39 km NW of Yurimaguas, Peru",7.5,26-09-2005 01:55,8,7,,0,1018,us,696,0.0,26.2,mwb,115.0,-5.68,-76.4,"Yurimaguas, Peru",South America,Peru
655,681,"M 7.6 - 135 km E of Kokopo, Papua New Guinea",7.6,09-09-2005 07:26,5,7,,0,891,us,502,0.0,20.0,mwc,90.0,-4.54,153.47,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
656,682,"M 7.2 - 66 km ESE of Ishinomaki, Japan",7.2,16-08-2005 02:46,7,7,,0,1104,us,698,0.0,19.6,mwc,36.0,38.28,142.04,"Ishinomaki, Japan",Asia,Japan
657,683,"M 7.2 - Nicobar Islands, India region",7.2,24-07-2005 15:42,4,5,,0,808,us,636,0.0,26.4,mwc,16.0,7.92,92.19,"Nicobar Islands, India region",Asia,India
658,684,"M 6.7 - 94 km WSW of Singkil, Indonesia",6.7,05-07-2005 01:52,3,6,,0,693,us,398,0.0,22.3,mwc,21.0,1.82,97.08,"Singkil, Indonesia",Asia,Indonesia
659,685,"M 6.6 - 32 km W of San Juan del Sur, Nicaragua",6.6,02-07-2005 02:16,6,5,,0,719,us,446,0.0,21.1,mwc,27.0,11.24,-86.17,"San Juan del Sur, Nicaragua",North America,Nicaragua
660,686,"M 7.2 - 153 km W of Big Lagoon, California",7.2,15-06-2005 02:50,5,4,,0,1318,us,420,0.0,31.4,mwc,16.0,41.29,-125.95,"Big Lagoon, California",North America,United States
661,687,"M 7.8 - 102 km ENE of Iquique, Chile",7.8,13-06-2005 22:44,8,7,,0,1020,us,714,0.0,16.1,mwb,115.6,-19.99,-69.2,"Iquique, Chile",South America,Chile
662,688,"M 6.9 - 89 km WSW of Singkil, Indonesia",6.9,19-05-2005 01:54,5,7,,0,740,us,635,0.0,26.0,mwc,30.0,1.99,97.04,"Singkil, Indonesia",Asia,Indonesia
663,689,"M 6.7 - 125 km SW of Padangsidempuan, Indonesia",6.7,14-05-2005 05:05,6,5,,0,731,us,695,0.0,20.9,mwb,34.0,0.59,98.46,"Padangsidempuan, Indonesia",Asia,Indonesia
664,690,"M 6.5 - 106 km SW of Padang, Indonesia",6.5,10-04-2005 11:14,3,6,,0,657,us,478,0.0,21.2,mwc,30.0,-1.71,99.78,"Padang, Indonesia",Asia,Indonesia
665,691,"M 6.7 - 113 km SW of Padang, Indonesia",6.7,10-04-2005 10:29,5,6,,0,717,us,656,0.0,21.2,mwc,19.0,-1.64,99.61,"Padang, Indonesia",Asia,Indonesia
666,692,"M 8.6 - 78 km WSW of Singkil, Indonesia",8.6,28-03-2005 16:09,0,8,,0,1138,official,510,0.0,22.1,mww,30.0,2.08,97.11,"Singkil, Indonesia",Asia,Indonesia
667,693,"M 6.6 - 28 km NNW of Maebaru-ch??, Japan",6.6,20-03-2005 01:53,8,7,,0,805,us,401,0.0,22.9,mwc,10.0,33.81,130.13,"Maebaru-ch??, Japan",Asia,Japan
668,694,M 7.1 - Banda Sea,7.1,02-03-2005 10:42,0,5,,0,776,us,569,0.0,18.1,mwb,201.7,-6.53,129.93,Banda Sea,Asia,Indonesia
669,695,"M 6.8 - 99 km WNW of Sinabang, Indonesia",6.8,26-02-2005 12:56,0,6,,0,711,us,444,0.0,33.8,mwb,36.0,2.91,95.59,"Sinabang, Indonesia",Asia,Indonesia
670,696,"M 6.5 - 81 km SSW of Katabu, Indonesia",6.5,19-02-2005 00:04,0,7,,0,650,us,371,0.0,31.8,mwb,10.0,-5.56,122.13,"Katabu, Indonesia",Asia,Indonesia
671,697,"M 6.5 - Pulau-Pulau Talaud, Indonesia",6.5,15-02-2005 14:42,3,5,,0,652,us,286,0.0,47.3,mwc,39.7,4.76,126.42,"Pulau-Pulau Talaud, Indonesia",Asia,Indonesia
672,698,"M 6.7 - 52 km SW of Sola, Vanuatu",6.7,08-02-2005 14:48,0,4,,0,691,us,457,0.0,30.2,mwb,206.3,-14.25,167.26,"Sola, Vanuatu",Oceania,Vanuatu
673,699,"M 7.1 - 138 km SW of Palimbang, Philippines",7.1,05-02-2005 12:23,7,3,,0,782,us,640,0.0,26.4,mwc,525.0,5.29,123.34,"Palimbang, Philippines",Asia,Philippines
674,700,"M 6.6 - 161 km SE of Katsuura, Japan",6.6,19-01-2005 06:11,6,4,,0,676,us,225,0.0,78.5,mwc,27.8,34.06,141.49,"Katsuura, Japan",Asia,Japan
675,701,"M 6.6 - Nicobar Islands, India region",6.6,26-12-2004 09:20,0,5,,0,670,us,353,0.0,31.9,mwc,16.1,8.88,92.38,"Nicobar Islands, India region",Asia,India
676,702,"M 7.2 - 284 km WNW of Sabang, Indonesia",7.2,26-12-2004 04:21,5,6,,0,802,us,385,0.0,27.9,mwc,39.2,6.91,92.96,"Sabang, Indonesia",Asia,Indonesia
677,703,M 9.1 - 2004 Sumatra - Andaman Islands Earthquake,9.1,26-12-2004 00:58,0,8,,0,1274,official,601,0.0,22.0,mw,30.0,3.3,95.98,2004 Sumatra - Andaman Islands Earthquake,Asia,Indonesia
678,704,M 8.1 - north of Macquarie Island,8.1,23-12-2004 14:59,0,5,,0,1009,us,331,0.0,59.3,mwc,10.0,-49.31,161.34,Macquarie Island,Oceania,Australia
679,705,"M 6.8 - 36 km S of George Town, Cayman Islands",6.8,14-12-2004 23:20,5,6,,0,858,us,639,0.0,21.8,mwb,10.0,18.96,-81.41,"George Town, Cayman Islands",Europe,United Kingdom
680,706,"M 6.8 - 54 km SSW of Nemuro, Japan",6.8,06-12-2004 14:15,4,7,,0,724,us,759,0.0,23.6,mwb,35.0,42.9,145.23,"Nemuro, Japan",Asia,Japan
681,707,"M 7.0 - 51 km SW of Nemuro, Japan",7.0,28-11-2004 18:32,4,7,,0,771,us,929,0.0,23.9,mwb,39.0,43.01,145.12,"Nemuro, Japan",Asia,Japan
682,708,"M 7.1 - 29 km SSW of Nabire, Indonesia",7.1,26-11-2004 02:25,0,7,,0,776,us,439,0.0,28.8,mwc,10.0,-3.61,135.4,"Nabire, Indonesia",Asia,Indonesia
683,709,"M 7.1 - 255 km W of Riverton, New Zealand",7.1,22-11-2004 20:26,5,5,,0,782,us,585,0.0,14.7,mwc,10.0,-46.68,164.72,"Riverton, New Zealand",Oceania,New Zealand
684,710,"M 7.2 - 32 km SSW of Pizarro, Colombia",7.2,15-11-2004 09:06,8,8,,0,820,us,708,0.0,50.2,mwb,15.0,4.7,-77.51,"Pizarro, Colombia",South America,Colombia
685,711,"M 7.5 - 63 km NW of Maubara, Timor Leste",7.5,11-11-2004 21:26,5,7,,0,870,us,301,0.0,33.8,mwc,10.0,-8.15,124.87,"Maubara, Timor Leste",Asia,Indonesia
